document,topic_id
"there's a dead body in the living room? ""no, there's not a single dead body there.""",64
he takes the bus to work?,-1
i'm afraid of earthquakes.,56
i got on the plane five minutes before it took off.,8
there are four chairs near the table.,41
mary insisted that her son bring an umbrella.,11
mom made us lunch.,-1
i am afraid of wild animals.,29
"oh, yes, i remember.",-1
tom often goes to boston.,1
"to make a cake, you need to use eggs, butter and sugar.",3
i saw him in the cinema.,-1
i heard that carol and will are gone.,-1
is tom at home?,1
the baby is sleeping.,23
they arrived early.,-1
answer me when i talk to you.,-1
he entered the room with his hat off.,37
do you understand what i mean?,39
i don't like to drink cold tea.,24
i am a patient.,-1
tom took a picture.,1
it can be a thousand yen.,14
i wish i was rich.,-1
he accepted the agreement from his grandmother.,13
where are the good children's toys?,-1
we ate meatballs by the side of the street.,-1
selling cotton candy in front of the church.,-1
it is an adverb.,0
you have time.,-1
he needs a cup of sugar.,-1
my friend mike is studying chemistry at oxford university.,49
how did that get here?,-1
why?,39
we need to read at least one book a month.,6
the boy is swimming in the wide river.,33
they invited me for dinner.,-1
he was born in japan.,14
i forgot my umbrella.,52
it's only three days before christmas.,7
he is ashamed of his father's poverty.,4
i am sitting on the table.,41
he was waiting for something interesting to happen.,37
i've seen that picture before.,-1
i don't care anymore.,-1
it can't take too long.,-1
maria and tomas are at the table. eating tsampurado.,3
village children bathe in the river.,33
they are walking on the beach.,33
i'll give you a ride if you want.,0
i like your dogs.,0
you are crazy.,-1
everything will be fine.,-1
they fish in the river next to the village.,33
"because it's so hot, they have a fan in their house.",35
i can't do anything but don't even think about going out of the country.,47
the boy is swimming with his friends.,55
he wrote a book about china.,6
he did it for his sister.,-1
they planted pears in their garden.,20
he mixed sugar with knuckle juice.,-1
merry christmas!,7
"merry christmas, my love!",7
fruits have seeds inside.,20
sit there.,-1
it's raining non-stop.,50
tom ate all he wanted to eat.,1
don't talk about my family.,-1
the cook cooked for the family for many years.,55
the cook served the family for many years.,55
the child is dirty.,-1
alister is the one who killed barbara.,4
don't let that happen.,-1
i like their house.,-1
my brother is as old as john.,-1
john and my brother are the same age.,-1
cows give us milk.,-1
john has two sons.,-1
our plane took off at exactly 6 pm.,8
advertisements motivate us to buy luxury items.,-1
short hair really suits her.,-1
long live the republic!,7
tom beat mary.,11
tom teaches me french.,1
you're really picky.,-1
he arrived in tokyo at the age of 18.,14
i agree with everything you said.,-1
i have two conditions.,-1
you like fruit.,20
someone loves us all.,-1
"sorry, i'll do anything to fix that.",-1
when did that happen?,-1
when did what happen?,-1
he didn't eat all the food.,3
i wish you had told me yesterday.,-1
i sleep standing up.,23
how long have you been in shanghai?,14
there are big stones on the ground.,-1
i am your twin.,-1
"a tree doesn't produce money, you know.",20
just tell him the truth.,-1
what happened to your dog?,45
why are you talking to him like he's old?,65
i will do my best.,-1
be quiet and listen!,7
tom blurted out.,1
no one seems to know the answer.,10
it feels good.,-1
"tom bought this camera for himself, not for his wife.",1
lions are stronger than wolves.,-1
the computer is new.,36
tom may be right.,1
bring only the most important.,-1
do not go out after midnight.,-1
how much do i owe you?,-1
tell me how he got that.,12
her manners are not like a woman.,-1
my father doesn't eat a lot of fruit.,20
"because of his large salary, he is able to travel abroad every year.",48
i visited hollywood while i was in los angeles.,-1
"he is poor, but honest.",4
i am very happy.,-1
friends: a family where we choose the members.,44
who is the president?,2
i am leaving for the united states tomorrow.,-1
this park is famous for its flowers.,-1
trumpet is a musical instrument.,25
i forbid you to smoke!,81
he felt the heat of the sun on his skin.,22
tom does not eat meat or eggs.,1
it's impossible to get out now.,10
a friend in need is a true friend.,44
the play is based on true events.,-1
"every time i go to his house, he is not there.",-1
he died a few days after his hundredth birthday.,-1
you are just a student.,15
pick up the pencil from the floor.,32
someone is looking at you.,-1
you are really funny.,-1
go away!,7
it's very good.,-1
he has to go there tomorrow.,-1
"no god, no buddha.",60
he admits that he doesn't know french.,63
he imitated the works of van gogh.,-1
there was not a single empty table in the restaurant.,41
write your last name on the fourth line.,-1
the other day i was with carlos and one of his friends.,13
there is nothing better than that.,-1
the soldiers forced the young men to join the army.,69
please remember to turn off the light before going to bed.,-1
i read the book up to page 80 yesterday.,6
i made a doll for ann.,-1
i tried to write with my left hand.,32
this knife is used to cut meat.,-1
was there enough money?,-1
i would rather die than steal.,64
when was that built?,2
is this the key you're looking for?,-1
she loves tom more than me.,1
i heard that on the radio.,18
no doubt!,7
we are learning the arabic language.,-1
"who wants it, can take it.",0
i wonder if he is really sick.,4
my dog ​​eats grapes.,-1
call me if it gets dangerous.,26
i don't know when he will come here.,9
where is your house,35
tom's dog wants to go out.,1
we all got into the car.,5
don't come into my room without knocking!,-1
i have never seen anything like this before.,-1
i think i have to go in alone.,73
he pretended to be her.,12
why don't you want to go to the cinema with me?,-1
i'm a hunchback.,-1
the blood was bright red.,-1
is this book yours?,6
starting tomorrow i won't smoke anymore.,81
hold my hand,0
do not expose to the sun for a long time.,-1
i don't know what you are talking about.,10
he saw a ship in the distance.,33
tell everyone i'm coming home.,8
let's investigate.,0
it's not christmas today!,7
this horse has big and beautiful eyes.,29
"of course, he had a point.",13
the chocolate flavor is my favorite.,74
who is your boyfriend,2
he made us do the work.,13
i have a little money now.,17
he has not read the book.,6
such a plan is hard to come true.,-1
i don't eat.,3
yumi studied english last night.,14
the stars are shining in the sky.,22
how can you advance without a good education?,15
he is a famous singer.,12
how old is your son?,28
tom wastes a lot of food.,1
let's find somewhere else to hide.,-1
the tree fell by itself.,29
i like the taste of watermelon.,-1
i gained weight.,-1
i'm in boston this coming week.,8
do you want me to put it on the table?,-1
we got married six months later.,-1
he closed his eyes.,79
eat your soup quietly.,3
"there is sun, but hot.",22
i thought i told you not to come here.,10
i bought a pair of boots.,-1
tom was mary's boyfriend before she met john.,11
tom wiped his face.,1
the storm subsided.,-1
he went to london in 1970.,-1
he came to school on time.,-1
what is that bird called?,53
what were the main events yesterday?,-1
i am waiting for good news from them.,-1
"you returned the dress because it was too small, didn't you?",-1
he's been dead for ten years.,-1
is that all?,2
you will be tired.,-1
tom will win this game.,1
i have some pens.,32
tea comes from china.,24
i will tell you a story about him.,-1
she is married to a dentist.,-1
"it's really late, so i have to go to sleep.",-1
the frog fell down.,29
what do i have to do to get you to listen to me?,-1
don't tell anyone else about our plan.,-1
have you finished your homework?,-1
but what will you do if he doesn't come here?,-1
that's easy to answer.,0
what else can you give me that i don't already have?,-1
he knows his own sin.,-1
we don't close our doors.,0
tell him where he should go.,65
the dog always barks at me.,45
so i ran to my father's restaurant.,38
i saw the dirty dog ​​enter the yard.,45
i prefer pineapple juice over pomelo juice.,20
i don't have a bicycle.,19
do you like san francisco?,2
i don't like buildings.,-1
he goes to london every month.,-1
nothing is hidden that cannot be seen.,-1
there are more than seven thousand languages ​​in the world.,63
he asked me if i had a web cam.,36
he accepts the gifts.,12
he has no house to live in.,19
your friendship is important.,44
he tutored wealthy indian women.,-1
you helped me and i want to help you too.,0
you can see in his face that he is annoyed.,4
the tragedy of war must not be forgotten.,-1
i was like you then.,-1
i don't speak another language.,63
tom is not used to city life.,1
are you satisfied with your current salary?,-1
i want to see him undress.,-1
give him time.,37
that's not my job.,58
i don't have any money.,19
"someone farted. ""that's not me!""",-1
he came back from china.,-1
i will ask you one more question.,-1
there are many eggs in the box.,3
now he is older and wiser.,-1
he fell and hurt his leg.,4
he reads the newspaper every morning.,-1
i saw two men kissing in the hallway.,-1
i have to take care of the kids tonight.,-1
all stories are interesting.,-1
the bird fell and died.,-1
i can't hear you.,10
i almost forgot.,52
you really make me laugh.,-1
we disturbed him.,4
everyone reads.,-1
i just want to sleep.,23
i don't know that word.,10
just the two of us; do you have a crush on my sister?,-1
but the universe is eternal.,64
he works at night.,-1
i will explain everything later.,0
you are the one who should decide what to do.,0
he is still sleeping.,23
i don't have four sisters.,19
you should not be too picky about food.,3
his daughter is a nurse.,55
the doctor advised me not to eat too much.,54
what would you say to convince him to buy one?,-1
i didn't mean to!,80
you don't always understand.,10
"the train i took left kyoto at six o'clock, and arrived in tokyo at nine o'clock.",18
i'm tired of reading.,-1
do you eat in the classroom?,3
the sun has nine planets.,16
it's breakfast.,3
their cakes are delicious.,74
do you think we will have good weather tomorrow?,-1
you're joking!,7
the dog was covered in mud from head to toe.,45
that girl with long hair is judy.,21
don't put that on my desk.,-1
i received the present for my birthday.,66
i feel bad when i wake up in the morning.,31
give me a sheet of paper.,32
give me a copy of this book.,6
tom didn't call.,1
he gives everything he asks for.,12
"i haven't read this new novel, neither has my sister.",-1
your answer is correct.,0
it is impossible to know what will happen in the future.,10
i am afraid of death.,-1
don't do something you will regret.,47
she is mei. he is cooking in the kitchen.,-1
france had many colonies in africa then.,34
that man is raul.,13
i got lost in the forest.,-1
the boy with a book in his hand is my cousin.,6
the dog chased the cat.,5
they forgive you.,-1
i'm not happy with what i did.,31
did you hear the news,2
they arrived at the hotel after dusk.,-1
the train is full.,18
the plate is dirty.,-1
parents are a little nervous.,43
the sun was high when i got out of bed.,22
he had no friends to advise him.,19
there are more beautiful women in shanghai than in tokyo.,14
it's copacabana!,-1
it's not tough.,-1
what he is doing is illegal.,-1
what else can you do?,2
can i walk you to the door?,30
"he shouted at her, but she didn't hear him.",9
he had fish for dinner.,3
"next time, tell the truth.",0
tom asked mary out.,11
may my dream come true.,0
i don't remember where i left my car.,-1
i'm tired!,7
we didn't come because it rained.,-1
thank you very much for the help.,67
tom gets tired easily.,1
i don't have time to read.,19
why didn't you call before coming here?,-1
the medicine tastes bitter.,-1
the man raised his hand to ask.,13
emi is a kind child.,21
he doesn't know how to drive a car.,9
he stared at his nails.,4
you are very kind to me.,0
i heard he is very rich.,-1
"a woman wrote 30 books about how to be happy, and then committed suicide.",-1
do you think i want to do it?,2
what are you wearing,2
why did you buy a flower?,27
"this dictionary contains no more than 20,000 words.",-1
the catholic church is against divorce.,60
i want to live,-1
we are all eager to see the movie.,-1
do you feel pain in other parts of your body?,-1
i bought the girl a sweater.,-1
is this a dream?,2
"of the remaining words in the list, five are nouns.",-1
don't sleep with the light on.,-1
my name is ludwig.,-1
he dreamed of his house.,35
tom's dream is to go to a university in england.,1
that tie really suits you.,-1
you are too young to get married.,-1
try to find.,-1
i will drink the coffee.,24
the station is just next door.,18
i don't like horror shows.,-1
i don't believe black cats bring bad luck.,5
what can be discussed?,2
there is nothing wrong with your essay.,67
"that's normal in germany. ""really?""",-1
i don't know how to help tom.,1
i'm okay now.,-1
that might explode.,-1
he knows he made a mistake.,4
no one can be forced.,-1
where are you going tonight,-1
i have some money here.,17
tom is a muslim.,1
i called him this morning.,26
i killed the count.,-1
"i don't know when, but it will happen one day.",-1
i'm going to europe next week.,71
i went to the crime scene.,62
they are not dead.,-1
do they have a computer?,36
i love collecting old toys.,-1
no one will believe that rumor.,-1
"because you repent, i will forgive you.",-1
i don't blame him for that.,-1
tom almost cried.,1
call us tonight.,26
"hey, where are you from?",2
you had to take care of mary.,11
i prefer hot tea to cold.,24
i'm not tired anymore.,-1
have you fed the dog?,45
i love the smell of new bread.,3
do you know the way?,2
it is illegal in most countries.,-1
don't treat me like i'm crazy!,80
mother nature is beautiful.,21
do you want to tell me something?,2
he passed the exam.,15
it rained last night.,50
"when i have money, i will pay my debt, but right now i can't.",-1
how much is this clock?,-1
i am very hungry.,3
i'm not a mom anymore.,-1
he opened the envelope.,30
i haven't found a job yet.,-1
"sorry, i don't admit people i don't know.",9
i don't have a job.,19
let's think about the worst that can happen.,42
the soldiers are armed.,69
i have a question for you.,0
where have you been?,2
"no matter how hard i tried, i couldn't forget that kiss.",-1
how do you know if he is dead?,65
a leaf falls.,29
your wife may have another man.,-1
their job is to buy fruits and vegetables.,20
i have to return the book before saturday.,6
why did you buy another car?,5
he looks strong.,13
forgive tom.,1
this is the flag of japan.,14
he has small feet.,-1
your friend's enemy is your friend.,44
i feel like drinking beer.,51
"if it weren't for the sun, we wouldn't be alive.",-1
i want to get out of here!,-1
you are a beautiful woman.,12
he sleeps in the morning and works at night.,-1
they are doctors.,54
"finally, she chose another kitten.",5
he was always generous to those in need.,13
today is my sixteenth birthday.,66
lightning before thunder.,-1
i wrote a book two years ago.,6
the english language has become predominant throughout the world for many reasons.,63
i will call a cab for us.,5
this is how the machine is used.,36
he heated the cold soup for dinner.,3
i gave my sister a pearl necklace for her birthday.,-1
he starts work at seven o'clock.,-1
i need a box of nails.,-1
i don't remember who came first.,-1
tom was hit by a golf ball.,75
you are a good cook.,-1
you will get it when you try.,0
the short.,0
is he sleeping,23
"one day, elisa left madrid.",77
i really forgot that there is school today!,19
kenji decides to become a cook.,-1
i don't know anything about japan.,14
not all students attended the meeting.,15
"tomorrow, i will take you to my palace.",-1
what would you do if you had a million dollars?,-1
do you want to have children?,68
he wants to get married right away.,-1
he will pay for everything.,12
brush your teeth,-1
i will call him later.,26
tom drank coffee while mary smoked.,11
the baby opened its mouth.,-1
he introduced me to his brother.,76
why don't we eat?,3
have mercy!,7
"when he entered the barn, he saw a missing bicycle.",40
they got off the bus.,18
the police just called me.,62
are you sure you want to get a tattoo?,-1
i also heard that taxi drivers often get lost in tokyo.,5
i don't know why i'm so happy today.,-1
this car is bigger than that car.,5
it is not possible to live in that meeting.,10
his lungs were affected by smoking.,-1
buy some tofu on your way home.,8
i'm thinking of going abroad next year.,48
"according to him, he will not come here.",9
tom got into the car and they left.,1
i'll lend it to you.,0
he is very weak in mathematics.,4
is that what you want?,2
your vision is clearer than mine.,-1
"can i see your ticket ""yes. here.""",-1
he got his wish at last.,13
what doesn't kill you makes you stronger.,-1
you want to work at metro?!,18
hiromi goes to school five days a month.,-1
i saw him.,37
i have two cats.,5
just fifteen minutes and i'll be out of here.,-1
did you read the newspaper today?,-1
steve didn't come home.,-1
that's nonsense.,42
tom was lucky.,1
i feel like crying.,31
"because of that, he lost his job.",4
the balls are round.,75
he will love his wife forever.,-1
how big is this park?,-1
mike doesn't have to wash his mom's car today.,-1
play with tom.,1
the old man asked me the time.,-1
there is little chance of success.,0
tom has a friend whose mother is a veterinarian.,1
he is from france.,34
he had nothing else to do but laugh.,9
a bee flew out of the window.,30
tom is here too.,1
tom's native language is english.,1
the coffee is hot.,24
how is your study,-1
why don't you sleep for a while?,23
i have to see!,7
i have a dream.,82
we are close.,0
my father is in the garden.,38
we are used to eating simple foods.,3
april is followed by may.,-1
they cannot satisfy you.,-1
are you crazy,2
tom has neither a sister nor a brother.,1
earthquakes often occur in japan.,14
the scandal nearly destroyed his career.,4
who knows what happened to him?,65
i want to see your mother.,0
he is handsome.,13
the situation is still the same.,-1
how often do you see him?,61
his salary is high.,13
he was accused of telling lies.,-1
raw meat should not be eaten.,3
i'd rather go sightseeing than watching a show.,-1
that is long.,-1
that's long.,-1
he is nervous and can get scared easily.,4
kyoko was very kind to carry my luggage for me.,17
you are my love forever.,-1
the police are protecting the witness.,62
do not mix business with pleasure.,-1
what if he really knows everything?,-1
up to three kilometers to get there.,78
do you drink coffee?,24
you will quickly get used to that.,0
"who is taller, you or ken?",2
the man is strong.,13
the man is young.,-1
he is my teacher.,-1
i miss my family and my town.,-1
"it's dark, so watch your way.",-1
our dog buries his bones in the garden.,45
let's wait here until he returns.,37
it's noon.,8
let's go to them mark,0
"what is more correct ""let's go to them john or let's go to john""",64
write your name and address on this envelope.,-1
i'm your son.,68
a fire started in the kitchen.,-1
do you know each other?,2
i am reading this book.,6
not all children like apples.,20
there are one hundred centimeters in a meter.,78
i ate green apples.,20
we are ready.,0
we are ready.,0
he is still healthy even though he is old.,-1
i will come at noon to pick you up.,8
he is attracted to asian women.,12
he took out a book and started reading it.,6
it's time for sleep.,23
that's not the only problem.,-1
what time did you go to bed yesterday?,-1
i knew i saw something move.,-1
no smoking here.,-1
we want to vote.,0
are you studying,2
tom always loses.,1
i can swim.,-1
"if you have money there, no matter how much, please lend it to me.",-1
i bought a camera that cost 30 dollars.,36
i think the reason tom is so good at french is because he watches a lot of french language shows.,49
i'm from saitama.,0
i cleaned my room with him.,37
the drug problem is global.,-1
he will not live long.,9
tom won't go inside.,1
mother just left to go shopping.,17
the river overflowed due to heavy rain.,-1
i'll give you one more chance.,-1
peter loves jane.,11
love grows out of love.,-1
"if i want other people to love me, i will love myself first.",-1
he hasn't finished reading that book yet.,6
the teacher called each student's name.,15
what's going on up there?,2
jack loves ben more than himself.,40
do you also speak french?,34
what did you do with my wallet?,17
i know what i want.,0
i believe he is innocent.,-1
we are open tomorrow.,0
there is a small garden in front of my house.,35
we will tell tom.,1
this thing won't last.,-1
he filled the glass with wine.,51
he will end up in jail.,-1
"when you're right, you're right.",0
there is an american girl in our class.,-1
your dream is so beautiful.,82
tom remained silent all day.,1
the difficulty.,0
don't open what you can do today.,-1
are you mad at me because my skirt is so short?,-1
i made friends with a foreign student.,48
you lied to us!,7
english is not my native language.,63
do you have a map,-1
i lost my appetite.,3
i am a city person.,-1
"in other words, he is lazy.",4
the whole country is covered with snow.,46
he really makes me angry.,4
there is no sun and life is impossible.,10
he has no money to buy a new car.,19
i admit i was wrong.,42
"he joked with her, but she didn't laugh.",9
i'm not asking for their opinions.,58
he was a brave soldier.,-1
my name is hisashi.,14
he is the stingiest person i have ever met.,13
because this soup is salty!,3
this book was printed in england.,6
his book inspired me.,6
mom is older than dad.,38
tell tom what you heard.,1
i have been there many times.,0
move your room right now.,35
i don't like fried fish.,-1
they are here.,0
i don't want to study.,-1
i think you look better with long hair.,21
the question is where to buy that book.,6
i'm ready when you're ready.,0
she married for money.,12
whose friend are you,44
who are you friends with?,44
don't you want to sit?,-1
you are not allowed to go in there.,-1
he gave me these old coins.,-1
you slept.,23
i saw him running.,37
it's impossible to help you.,10
who can say what will happen in the future?,-1
i think i have the answer.,0
that's just money.,17
there is a cat inside my house.,5
this is not a tiger.,5
"when no one is here, just leave a message.",-1
where does the cathedral stand?,-1
the train had already left when i arrived at the station.,18
"teach me some kanji, please.",-1
the mice ate some of the bread.,-1
he did it alone.,-1
is tom an actor?,1
my father is a teacher.,38
gold is the king of kings.,-1
wait until the light turns green.,-1
he doesn't have a girlfriend.,19
i saw his father scolding him.,4
you shouldn't go to school.,-1
he can rest.,37
he asked for a lot of money.,-1
yesterday was my birthday.,66
run!,7
i'm sick!,31
i lost.,-1
come on.,0
i had a hard time hailing a cab.,5
i'm just doing my job.,59
i am a shy child.,-1
he was born in the united states and grew up in japan.,14
do you know how to ride a horse?,-1
i hate liars.,-1
what is the name of the hotel?,-1
i don't remember.,-1
thank you very much for inviting me.,67
the bottle is empty.,-1
the dogs are wet.,45
i heard you kissed my girlfriend.,-1
i would like red shoes.,-1
does anyone here know how to drive a car?,5
the dog bit my hand.,4
why can't we tickle ourselves?,-1
do you have any idea how this happened?,-1
how old are you,28
i am 16 years old.,28
why didn't you tell your parents?,43
they are listening to the radio.,18
my name is wang.,2
the power of the radio.,18
please slow down.,0
let's hold hands in that picture.,0
are you new here?,2
"honestly, i don't like your hair cut.",-1
raisa is cute.,21
i didn't sleep well.,23
this road will take you to the center of town.,-1
the plane will fly in one hour.,-1
he was boiling water for tea.,24
i was born in israel.,-1
i am not blind.,70
thanks for the dinner.,3
she looks like a woman.,21
we should ask for a broom to sweep the floor.,-1
we don't know if he can go or not.,9
there are many red flowers in the garden.,27
he was panting.,4
there is a bench on the balcony.,30
europe is in crisis.,71
he passed the exam.,15
a car ran over her doll.,-1
i think tom is afraid of you.,1
"my uncle lives in madrid, the capital of spain.",77
eat lots of vegetables.,20
he prayed for the festival.,13
buko pandan is what children like in our area.,29
his bowl on the table was empty.,41
he picked flowers in the garden.,27
do you remember your passport number?,-1
the house with the green roof is mine.,35
what time do you get up,-1
clowns cry too.,-1
nobody is perfect.,-1
no one is perfect.,-1
we won!,7
the train has left.,18
they were all killed by betty.,-1
which one is your guitar?,25
may all your dreams come true!,-1
you don't have to be shy.,70
i covered my ears.,-1
we made him cry.,4
i need old newspapers to cover the wall.,32
the plates are piling up in the sink.,-1
why would someone want to kill tom?,1
my wallet is empty.,17
he won't wash the dishes.,-1
i don't care what you do with your money.,-1
do you think he will like my present?,-1
crazy!,7
this book is about a king who lost his crown.,6
am i ok to go home now?,-1
"when i have wings, i will fly towards you.",-1
who is that,2
just lost my new black wallet.,17
onions are easier to cook than potatoes.,-1
students are provided with school books.,15
please give me something to eat. i am very hungry.,3
"he is poor, but he doesn't care about money.",-1
you did it wrong.,42
the opposite of wrong is right,42
i'm hungry,3
my youngest is still sleeping.,23
he smiled and said goodbye.,13
i love you more than he loves you.,-1
my husband looked shocked.,4
"unfortunately, that is true.",0
a day without you is like summer without sun.,22
he took something from his pocket.,17
is there any chance he will recover?,-1
lukas's cat is missing.,5
i hate my neighbors.,-1
i wasn't there.,-1
"you don't know your neighbors, do you?",2
alas! i didn't notice and left my cellphone at the restaurant.,26
i will introduce you to my parents.,43
she is pierrot's sister.,-1
"it's wednesday, right?",8
which planet is closest to the sun?,16
those pants are very long. almost to the floor.,-1
vincent van gogh committed suicide in 1890.,-1
i am sure they will pass the exam.,15
am i doing the right thing?,2
they are the same age.,28
he dressed as a woman.,12
i borrowed them from the city library.,6
i want to help you.,0
you three are lucky.,-1
you have to go alone.,73
i found them.,-1
i clicked the link but nothing happened.,19
the killing took place between 3 and 5 in the morning.,-1
i have blue blood running through my veins.,-1
"helen, my cousin.",-1
i had to walk there because my car broke down.,5
i wrote a few songs last week.,8
i see a light.,79
tom will pay for what he did.,1
"as far as i know, the novel has never been written in japanese.",14
they hate each other.,-1
i know juan is honest.,-1
in the river there are many orange fish.,53
the people on that mountain had masks.,-1
inside the box are three balls of different colors.,-1
the prince said the farmer should eat jackfruit.,40
their chariot was made of wood and gold.,-1
there are people begging in front of the stone temple.,-1
children swim in the river in the jungle.,33
people went by boat to the bank.,33
feed your cat liver.,5
there is a candelabra in the middle of the linens on the table.,41
the man sat on the bamboo bench.,-1
the glass of the window facing the garden is rose-colored.,27
the mother cooked squid in the kitchen.,-1
i had an accident.,-1
tom doesn't know how to spell the word 'creme brulee'.,1
a promise is a promise.,0
tom wants us to wait.,1
he was there at the meeting yesterday.,-1
i have ten pens.,32
don't be ashamed to be a woman and cry when you cry.,47
"on mars, the earth is red.",52
triton is a moon of neptune.,16
our milky way galaxy is within laniakea which is vast.,16
laniakea has more than 100 000 galaxies.,16
mars has two moons.,16
it takes over 60 moons to orbit jupiter.,16
venus has no moon.,16
mercury has no moon.,16
the asteroid belt is between mars and jupiter.,16
there is a lot of ice on the surface of jupiter's moon europa.,-1
beneath the ice is sea water on jupiter's moon europa.,-1
jupiter can fit more than 1300 tieras inside.,16
jupiter's surface area is more than 120 tieras.,16
the surface pressure on jupiter is about 20-200 kpa.,16
titan is a moon of saturn.,16
there are lakes and rivers of methane on the surface of saturn's moon titan.,16
venus's atmosphere is dense and very hot.,16
tiyera is our blue and green planet.,16
io is a massive moon of jupiter.,16
the milky way our galaxy has about 100-400 billion stars.,16
our sun is a star in space.,22
exobiology is the study of life in space.,-1
the calculated age of the universe is over 13 billion years.,28
our earth is more than 4.5 billion years old.,16
there are big storms on jupiter.,16
eris and pluto are dwarf planets.,16
"jupiter, saturn, uranus, and neptune are giant gas planets.",16
jupiter is the largest planet in our solar system.,16
jupiter is the largest planet in our solar system.,16
jupiter does not have a bright surface because it is a gradation of gas and liquid hydrogen.,16
extrasolar planets are planets that are not in the family of our sun or sol.,16
jupiter's great red spot is a huge storm.,16
saturn has a wheel going around him.,16
more than 150 moons orbit saturn.,16
i love my father.,38
he said he was going to america.,-1
