tagalog,english,cebuano
"noong mga dekadang 50 at 60 nang ika-20 dantaon, ang isip tungkol sa kinabukasan ng mundo ay mas optimista kaysa sa ngayon.","in the 50s and 60s of the 20th century, the mind about the future of the world was more optimistic than today.","sa mga 50 ug 60 sa ika-20 nga siglo, ang paghunahuna bahin sa kaugmaon sa kalibutan labi ka malaumon kaysa karon."
gusto na niyang mamatay at lumangoy sa ilog palabas.,he wanted to die and swim out of the river.,ganahan siya nga mamatay ug maglangoy sa suba pagawas.
hindi ko tinatawag kang tanga kahit na parang mas tanga ka.,i don't call you stupid even if you seem to be more stupid.,dili tika ginatawag nga danghag maski murag labi kang danghag.
mas bobo ka yata nitong umaga.,i think you are more stupid this morning.,murag labi kang bugo karong buntaga.
mag-aral ka ng gusto mo at huwag kang mainggit.,study what you want and don't be jealous.,pagtuon sa kung unsa imong ganahan ug ayaw ka sina.
naglugaw kami para sa tanghalian.,we went for lunch.,adunay kami lugaw alang sa paniudto.
nag-asawa ka at hindi ka na masaya.,you got married and you are not happy anymore.,minyo ka ug dili na ka malipayon.
nakakita ka na ba ng asul na papkorn?,have you ever seen blue popcorn?,nakita ba nimo ang lunhaw nga papkorn?
uminit ang hangin.,the air warmed up.,ninginit ang hangin.
dapat galit siya.,he must be angry.,kinahanglang masuko siya.
kalma at marikit na nayon ang nara.,nara is a calm and beautiful village.,ang nara usa ka kalma ug matahum nga balangay.
malimit akong binabangungot nang nakakatakot.,i often have terrible nightmares.,kanunay akong ginaurom nga makahadlok.
paniwala ko'y tumuloy ang dantaong digmaan?nang sapat na matagal. mas ganap ang sabi: masyadong matagal.,i think the ancient war has gone on long enough. more fully said: too long.,nagtuo ako nga ang dantaong digmaan nagpadayon - igo na ang gidugayon.kini giingon nga labi ka hingpit: taas kaayo.
sino ang titser mo?,who is your teacher,kinsa ang imong magtutudlo?
nasa erport si juan.,juan is at the airport.,naa sa tugpahanan si juan.
binagyo sa siyudad at nakasira nang maigi.,stormed the city and damaged it thoroughly.,gibagyo ang syudad ug nakadaot pag ayo.
"gusto ng mga uwak ang tokyo dahil mas mainit sa siyudad kaysa sa suburbiya, at mailaw sa gabi.","crows like tokyo because it's warmer in the city than in the suburbs, and it's lit up at night.","ganahan ang mga uwak sa tokyo tungod kay labi kini kainit sa syudad kaysa sa mga suburbiya, ug nagdan-ag sa gabii."
marikit talaga itong kabundukang tanawin.,this mountainous landscape is really beautiful.,nindot gyud kini nga panan-aw sa bukid.
"konti lamang ang nag-aral ng arteng iyon, at siya ay isa sa mga iyon.","only a few studied that art, and he was one of them.","gamay ra ang nagtuon sa arte nga kana, ug usa siya sa ila"
"pakihiram ng libro mo nga, plis.","borrow your book, please.",palihog pahuram sa imong libro.
anong paborito mong panimpla?,what's your favorite seasoning?,unsa ang imong pinalabi nga panimpla?
dapat mag-aral siya ng epistemolohiya at ontolohiya.,he should study epistemology and ontology.,kinahanglan niya nga tun-an ang epistemolohiya at ontolohiya.
"hanggang may katwiran o ebidensiya, hindi natin alam kung totoo ang sinasabi niya.","until there is reason or evidence, we don't know if what he says is true.","hangtud nga adunay hinungdan o ebidensya, wala kami mahibal-an kung tinuod ang iyang gisulti."
totoo ba iyon? saan nanggaling ang impormasyon mo?,is that true? where did your information come from?,tinuod na? diin gikan ang imong kasayuran?
naihayag ba niya talaga ang lahat ng 2136 na logogramang kanji?,did he really reveal all 2136 kanji logograms?,gibutyag ba gyud niya ang tanan nga 2136 nga logogramang kanji?
may seresang namumulaklak sa bawat tabi ng kalyeng iyon.,there are cherry blossoms on every side of that street.,adunay usa ka tanum nga seresa nga namulak sa matag kilid sa kana nga dalan.
ang bahay ko'y katabi ng estasyon.,my house is next to the station.,ang akong balay tupad sa estasyon.
anong klaseng libro ang gusto mong meron ka?,what kind of book do you wish you had?,unsang klase sa libro ang ganahan nimo nga anaa ka?
takot ka bang mamatay?,are you afraid to die?,nahadlok ba kang mamatay?
saan puwedeng mamili ng libro?,where can i buy books?,asa ko makapalit og libro?
"ngayon, sabi niya'y hindi iyon pagmamahal.","now, he says that's not love.","karon, giingon niya nga dili kini gugma."
"ngayon, sabi niyang hindi iyon pagmamahal.","now, he says that's not love.","karon, giingon niya kana dili gugma."
gaanong katagal ka nag-aaral ng ingles?,how long have you been studying english?,unsa naka kadugayon nagtuon og ingles?
baduy na ang palda mo.,your skirt is already loose.,wala na sa uso imong palda.
nakikita ko ang isang pambihirang bulaklak sa plorera.,i see a rare flower in the vase.,nakita ko ang usa ka talagsaon nga bulak sa plorera.
nakakulong ang isip ninyo kung di ninyo ginagamit ang guni-guni.,your mind is closed if you don't use your imagination.,matanggog ang hunahuna kung di ninyo gamitan ug guni-guni.
"di sapat ang realidad sa karamihan; kaya, kailangan nila ng guni-guni.","reality is not enough for most; so, they need imagination.","dili igo ang reyalidad sa kadaghanan; busa, nanginahanglan sila og guni-guni."
may bagyo sa baso ng tubig.,there is a storm in a glass of water.,adunay bagyo sa baso sa tubig.
ibibigay mo ba kay kate yung bulaklak?,will you give kate the flower?,kay kate ba nimo ihatag tong bulak?
mayabang na bata siya na ang isip sa kanyang sarili'y siya'y mas magaling sa ibang lahat.,he is an arrogant boy who thinks to himself that he is better than everyone else.,siya usa ka mapahitas-on nga bata nga naghunahuna nga siya labing maayo kay sa uban.
nag-aral ako ng tenis nang kasama ang kapatid ko.,i studied tennis with my brother.,nagtuon ako kauban akong igsoon og tenis.
pluwent siya sa ingles.,he is fluent in english.,larino siya sa ingles.
"mas gusto mo ba ang mansanas, o ang peras?","do you prefer the apple, or the pear?","gipalabi ba nimo ang mansanas, o ang peras?"
pasko ang hinihintay ng mga tagakanluran.,westerners wait for christmas.,naghulat ang mga taga-kasadpan alang sa pasko
"sa hapon, parang kapistahan ni san balentino ang pasko.","in japan, christmas is like the festival of san balentino.","sa hapon, murag piyesta ni san balentino ang pasko."
"sa hapon, ang ika-25 ng disyembre'y parang ika-14 ng pebrero.","in japan, december 25th is like february 14th.","sa hapon, ang ika-25 sa disyembre kay murag ika-14 sa pebrero."
"kung minsan, ang tatoeba'y parang si eliza, yung sikayatris na kompyuter.","at times, tatoeba is like eliza, the psychiatric computer.","usahay, ang tatoeba'y murag si eliza, katong sikayatris na kompyuter."
"kung gusto mong magsalita, magsalita ka!","if you want to talk, talk!","kung ganahan ka muistorya, pagistorya!"
iyong relihiyon ang iyong wika.,your religion is your language.,ang imong relihiyon kay mao imong sinultian.
pakihiram nga ng kulay rosas na pangsulat mo?,can i borrow your pink pen?,palihog pahuram sa imog pangsulat nga kolor rosas.
di nila naiintindihan ang sinusulat mo.,they don't understand what you write.,dili nila masabtan imong sinulatan.
mahangin.,windy.,kahangin.
gusto mong maghapunan tayong magkasama sa wik-end?,do you want to have dinner together at the weekend?,ganahan ba ka nga magdungan kitag panihapon sa katapusan sa semana?
tawagan mo ako kung gusto mo.,call me if you want.,tawagi ko kung ganahan ka.
"desperado ka na; kung talagang gusto mo ang interlingua, mag-aral ka.","you are desperate; if you really like interlingua, study it.","desperado naka; kung ganahan gyud ka og interlingua, pagtuon."
di mas magaling ang pangit na ispeling.,ugly spelling is no better.,dili maayo ang dili maayo nga pagtitik.
di makamatematika ang pangit na ispeling.,ugly spelling can't do math.,dili maayo nga matematika ang dili maayo nga pagtitik.
tarantado ka!,you're confused!,langas ka!
gago ka!,you are dumb!,buang buang ka!
tanga ka!,you fool!,danghag ka!
bobo ka!,you are stupid!,bogo ka!
buwisit ka!,you sweat!,bwisit ka!
malungkot kayo dahil magpapasko na.,you are sad because it is christmas.,naguol ka tungod kay muabutay na ang pasko.
umiinom ng gamot ang lolo ko araw-araw.,my grandfather takes medicine every day.,gatumar ug tambal akong apohan adlaw-adlaw.
ang pagkaing ekmek ba'y griyego o turko?,is ekmek food greek or turkish?,ang pagkaong ekmek ba kay griyego o turko?
matututo akong magustuhan itong mapait na buhay.,i will learn to love this bitter life.,makat-onan ko ang paghigugma sa mapait nga kinabuhi.
narapatan akong alisin ang duda ko tungkol doon.,i had to clear my doubts about that.,kinahanglan kong tangtangon ang akong pagduhaduha bahin niana.
may nakatrak na kamuntik nang namatay sa lamig sa kalye.,someone in a truck almost died from the cold on the street.,adunay hapit mamatay sa katugnaw sa dalan.
naging tamad na kayo!,you guys have been lazy!,nahimo na mong tapulan!
anong ginagawa mo diyan? nagtitibi lamang?,what are you doing there? just hanging around?,unsa imong ginabuhat dira? galantaw rag t.v.?
ayaw ninyong gamitin ang ulo ninyo.,you don't want to use your head.,dili mo ganahan gamiton inyong mga ulo.
parang malagnaw na sopas ang nasa ulo mo.,your head feels like lukewarm soup.,murag nipis nga sopas ang anaa sa imong ulo.
namihasa kayong parang parating aburido sa buhay.,you have practiced as if you are always bored in life.,naanad ka nga kanunay abusado sa kinabuhi.
parati kayong humihithit ng damo.,you always smoke weed.,kanunay kamong gapanigarilyo og sagbot.
maraming mga adik sa mundo ngayon.,there are many addicts in the world today.,daghag adik sa kalibutan.
talagang malungkot kayo.,you are really sad.,naguol gyud kamo.
parang walang kuwenta ang mga kultura ninyo.,your cultures seem insignificant.,murag walay hinungdanon ang inyong kultura.
"parati kang inuutusan, kaya ganyan ang isip mo.","you are always being ordered, so you think like that.","kanunay kang ginasugo, busa ingon niana ang imong gihunahuna."
isip ng alila iyan.,that's a maid's mind.,paghunahuna kana sa usa ka ulipon.
nakakulambo silang magdamag sa gabi.,they sleep all night long.,nagkulambo sila tibuok gabii.
takot sila sa mga anito at anino sa gabi.,they are afraid of shadows and shadows at night.,mahadlok sila sa mga anito ug anino sa gabii.
naniniwala sila sa mga tikbalang sa gabi.,they believe in night visions.,nagatuo sila sa tikbalang sa gabii.
naniniwala ba sila sa mga manananggal sa bukid?,do they believe in harvesters?,gatuo ba sila sa mga manananggal sa bukid?
mas masarap daw kainin ang tumbong ng niyog.,it is said that it is better to eat the rectum of the coconut.,giingon nga mas maayo nga kaonon ang lubi.
lingming siya.,he is lingming.,nagdugay siya.
magulo ang isip.,the mind is confused.,naglibog ang hunahuna.
masarap daw sa kanya talaga ang nilupak.,he said that the clay was really good for him.,giingon niya nga lami gyud ang nilupak.
"sa gabi, yumuyugyog ang mga puno at may mga paniki sa langit.","at night, the trees sway and there are bats in the sky.","sa gabii, ang mga kahoy nangauyog ug adunay mga kabog sa langit."
magaspang ang balat niya dahil sa mga taong nagtrabaho siya sa labas.,his skin was rough because of the people he worked with outside.,magahi ang iyang panit tungod sa mga tuig nga mitrabaho siya sa gawas.
ludwig ang pangalan ko.,my name is ludwig.,ludwig ang akong ngalan.
natakot ang tao.,the man was afraid.,nahadlok ang tawo.
nakikinig ka ba sa akin?,are you listening to me,naminaw ba ka sa ako?
meron akong di higit nang sampung libro.,i have no more than ten books.,wala koy sobra sa napulo nga libro.
labas akong buong araw.,i'm out all day.,ninggawas ko tibuok adlaw.
ang munting pusa ko'y nawala nang isang linggo na.,my little cat has been missing for a week.,ang akong gamay nga iring nawala sa usa na ka semana.
huwag mo nang hawakan itong bote kailanman!,never touch this bottle again!,ayaw na gyud ni guniti ning botelya.
nagbubus ako papuntang paaralan.,i go to school.,gasakay kog bus padulong sa eskuylahan.
nagkamali kong dinala ang payong niya.,i brought his umbrella by mistake.,nasayop ako nga gidala iyang payong.
gumagawa siya ng kanyang sariling mga damit.,she makes her own clothes.,gabuhat siyag kaugalingon niyang sanina.
siya ang pinakahuling taong nagsinungaling.,he was the last person to lie.,siya ang katapusang tawo nga namakak.
dapat lumabas ako.,i should go out.,kinahanglang nigawas ko.
ipakikita ko sa iyo ang lugar na puwede pang makahinga ang tao.,i will show you the place where people can still breathe.,ipakita ko kanimo ang usa ka lugar diin makaginhawa pa ang mga tawo.
merong ka bang dapat itago?,do you have something to hide?,aduna ka bay kanunay itago?
oras mo nang matulog.,it's time for you to sleep.,oras na aron ikaw matug.
may sakit ka sa ulo mo.,you have a headache.,anaa kay sakit sa ulo.
anumang nangyari ay nangyari na.,whatever happened has happened.,"kung unsa man ang nahitabo, nahitabo na,"
nakakapagod ang lengguwahe mo.,your language is tiring.,kapoy ang imong sinultian.
parati kang masyadong seryoso sa mga bagay.,you always take things too seriously.,kanunay kang seryoso sa mga butang.
meron ka bang bagay na maiririport?,do you have something to report?,aduna ka bay ireport?
kailangan ninyo ng bitamina para mas malusog ang isip ninyo.,you need vitamins to keep your mind healthy.,kinahanglan ninyo ang mga bitamina aron mas himsog ang inyong hunahuna.
"ngayon, maulap-ulap ang langit.","today, the sky is overcast.","karon, madag-umon ang langit."
ang problema ng isip mo ay baka bagay na pisika.,the problem with your mind may be a matter of physics.,ang problema sa imong hunahuna angay sa pisika.
sira ang ulo mo talaga.,you're really out of your mind.,nabuang gyud ka.
di ako takot sa iyo.,i'm not afraid of you.,wala ko nahadlok nimo.
mabuti pang magpatingin ka sa espesyalista.,better see a specialist.,maayo pag magpatan-aw kag espesyalista.
nahihilo ka sa pagbabasa ng wika mo.,you get dizzy reading your language.,nalipong nakog basa sa imong sinultian.
"sa makatuwid, nanirahan sila rito nang buong taglamig.","in fact, they lived here all winter.","sa ato pa, nagpuyo sila dinhi sa tibuok tingtugnaw."
puro tao at mga relasyon ng tao ang pinag-uusapan ninyo.,you are talking about people and human relationships.,tanan gihisgutan ninyo kay bahin sa mga tawo ug relasyon sa tawo
akala mo'y maikli ang buhay mo dahil parang amerikano ka.,you think your life is short because you look like an american.,sa imong hunahuna mubu ang imong kinabuhi tungod kay ikaw ingon usa ka amerikano.
"sa langit, napakaraming bituwin na di ko mabilang lahat.","in the sky, there are so many stars that i can't count them all.","sa langit, daghang mga bituon nga dili nako maihap ang tanan."
naaalaala mo ba itong laro?,do you remember this game?,kahinumdom pa ka aning dula-a?
ang gera ay nasa isip mo lamang.,the war is only in your mind.,ang giyera naa ra sa imong hunahuna.
huwag mong iguhit ang buhay mo sa paghihintay ng gera.,don't draw your life in anticipation of war.,ayaw idibuho imong kinabuhi sa paghulat ug gira.
meron siyang buslong puno ng istroberi.,he has a bush full of strawberries.,adunay siya usa ka sapinit nga puno ug istroberi.
ang tunay na kalikasan ng planetang alpha centauri bb ay mahiwaga pa.,the true nature of the planet alpha centauri bb is still mysterious.,ang tinuud nga kinaiya sa planeta nga alpha centauri bb misteryoso gihapon.
ang planetang alpha centauri bb ay 4.37 sinag-taon mula sa ating mundo.,the planet alpha centauri bb is 4.37 light-years from our earth.,ang planeta nga alpha centauri bb naa sa edad nga 4.37 gikan sa atong kalibutan.
